,frame_name,frame_definition,lexical_units_list
836,Preencher,"Estas são palavras relacionadas a preencher recipientes e cobrir áreas com alguma coisa, coisas ou substância, o Tema. A área ou o recipiente podem aparecer como o objeto direto com todos esses verbos e é designada como Alvo porque é o alvo do movimento do Tema. Correspondendo ao seu status de argumento nuclear, ele também é afetado de forma crucial, ao contrário dos alvos em outros frames.","abastecer.v
lotar.v
pintar.v"
837,Preferência,"Um Experienciador tem um grande desejo de participar de algum Evento, em oposição à participação em um outro evento (recuperável contextualmente) o qual exibe um Contraste com o Evento. Alternativamente, o Experienciador pode ter um grande desejo de que algum Participante_focal participe no Evento. A Localização_do_evento pode também ser mencionada. Por que a mulher prefere rostos viris? Eu prefiro programas de fontes abertas a programas privados. Outros clientes preferem nos enviar um pedido junto com um cheque. Eu prefiro meu molho tártaro no peixe.","preferência.n
preferir.v
preterir.v"
838,Preferred_alternative_scenario,"In this scenario, there are two mutually incompatible scenes, the Profiled_possibility and the Opposite_possibility, leading respectively to a preferable Positive_consequence and a dispreferable Undesirable_consequence.","favorito.a
preferido.a"
839,Preliminares,Esse quadro descreve as ações de meios (Atos_preparatórios) que são executadas por um Agente com a finalidade de se preparar para um ato posterior. Compare esse frame com um cenário que envolve versões anteriores de alguma entidade sendo substituídas por versões posteriores.,"aclimatação.n
aclimatar.v
concentração.n
concentrar.v"
840,Prendedor,"O Prendedor é um artefato criado para fechar um Recipiente (por exemplo, casaco, poder). Às vezes, o Portal_do_recipiente, em vez do Recipiente, é expresso.","adesivo.n
lacre.n"
841,Prender,"Autoridades acusam um Suspeito (as Acusações), que está sob suspeita de ter cometido um crime, e o levam sob custódia. A polícia prendeu Harry sob a acusação de homicídio culposo.","domiciliar.a
prender.v
prisão.n"
842,Preocupar-se,"Um Experienciador pensa continuamente em algum Tópico cujas consequências são importantes para o Experienciador e consideradas ainda não conhecidas ou resolvidas. O Experienciador tem dificuldade em NÃO pensar no Tópico e continuamente sente necessidade de agir de alguma forma, mas as ações disponíveis não são suficientemente produtivas para serem satisfatórias ou para garantir um bom resultado relacionado ao Tópico. Como resultado, a preocupação pode levar o Experienciador a consequências negativas, como digestão perturbada, sono perturbado e ações frenéticas, inúteis e repetitivas.",
843,Presença,"Uma Entidade existe em um determinado Local, em um determinado Tempo, conforme observado por um observador implícito. São frequentemente encontrados um sintagma Depictivo e/ou a Duração. Este frame difere de Existência em que o Local é apresentado como um fundo em que um observador é concebido como confirmando a existência da Entidade.","arraigado.a
faltar.v
manifesto.a
presente.a"
844,Presságio,"Um fenômeno, o Fenômeno_preditivo, é uma indicação da existência futura ou atual (mas ainda incerta) de outro fenômeno, o Fenômeno_futuro. Não há um pensador presente na cena, em distinção ao frame de Expectativa, onde um pensador toma (o equivalente ao) Fenômeno_preditivo como evidência para (o equivalente ao) Fenômeno_futuro. Muitas palavras neste frame também permitem um entendimento ligeiramente diferente, pelo qual o Fenômeno_preditivo fornece pistas quanto ao bom ou mau Resultado de um Fenômeno_futuro esperado. Em vez do Fenômeno_futuro, uma Parte_interessada que estará envolvida no Fenômeno_futuro pode ser mencionada. Em ambas as interpretações, os dois fenômenos são assimétricos e, consequentemente, não possuem realização sintática conjunta.","prenunciar.v
prenúncio.n"
845,Prevaricação,"Um Falante comunica sobre um Tópico de modo a enganar um Destinatário, tanto contando mentiras, quanto dizendo uma mensagem de forma enganosa.",mentir.v
846,Prevent_or_allow_possession,"an agent or potential_hindrance keeps a protagonist from having a state_of_affairs that they need or desire, or, despite the possibility of preventing the possession, they allow the protagonist to have the state_of_affairs. his parents deprived him of food for days on end. our lonely city starves us of original live music. employees were denied overtime pay and meal breaks. cni allow me just one more cupcake ! cni",
847,Primeira_experiência,Um experienciador implícito tem uma Experiência pela primeira vez. Algumas ULs podem implicar especificamente uma atividade agentiva.,
848,Primeiro_na_classificação,"Um Item está localizado na extremidade superior de uma escala de importância ou classificação social (ou algum outro Atributo) em comparação com outros membros de um Conjunto_de_contraste (geralmente, implícito) que, de outra forma, é semelhante ao Item em tipo. Muitas vezes, os limites do Conjunto_de_contraste são determinados por uma expressão dos Limites_de_consideração.",principalmente.adv
849,Probabilidade,Esse frame caracteriza a probabilidade de um Evento_hipotético acontecer como uma posição em uma escala de impossível a inevitável. A probabilidade pode ser expressa como Probabilidades numéricas ou uma representação metafórica da Posição em uma escala.,probabilidade.n
850,Processo_comutativo,"Os ULs neste frame descrevem uma operação comutativa de aritmética, por exemplo, adição e multiplicação, envolvendo dois números, denominados Termo_1 e Termo_2 ou, coletivamente, Termos. Ao fazer referência ao processo, os números podem ser vagos e são frequentemente omitidos por meio de instanciação nula indefinida. Também pode haver uma Calculadora que realize a operação.",
851,Processo_continuar,Um Evento continua em um certo Lugar através do Tempo.,"correr.v
ficar.v
proceder.v"
852,Processo_criminal,"Um Suspeito é preso pelas Autoridades sob Acusações relacionadas a um Delito, depois é acionado como Réu. Se a qualquer momento o Réu se declarar culpado, então o Réu é condenado, caso contrário o Réu primeiro será julgado. Durante o julgamento, a Defesa e Acusação apresentam argumentos em nome e contra o Réu, respectivamente. Se o Júri chegar a um veredicto de culpado no final do julgamento, o Réu será sentenciado. No final, o Réu é liberado ou recebe uma sentença de um Juiz.",
853,Processo_estado_completo,Um Processo está concluído e não pode mais continuar.,completo.a
854,Processo_estado_incompleto,Um Processo está em um estado em que não pode mais ser concluído.,
855,Processo_estado_inicial,O estado inicial de uma entidade em um evento; parte do esquema-X do evento. Nota: Consulte o frame de evento.,
856,Processo_estado_parado,"O estado de uma entidade após a interrupção de um evento, ou seja, parte de um esquema-X. Consulte o frame de Evento.",
857,Processo_iniciar,Um Evento inicia-se em um certo Tempo e Lugar. A Razão também pode ser indicada. Observação: Consulte o frame Evento.,"começar.v
erupção.n
estrear.v
inaugurar.v
incipiente.a
iniciar.v
início.n
irromper.v
nascente.a
passar.v
principiar.v
surgimento.n"
858,Processo_não_comutativo,"As ULs neste frame descrevem um processo não comutativo (em oposição a uma afirmação genérica) de aritmética, e. subtração e divisão, envolvendo dois números, rotulados como Termo_1 e Termo_2. Devido à natureza não comutativa desses processos, o Termo_1 e o Termo_2 não são separados em uma base gramatical, mas sim em uma base matemática. Ao fazer referência ao processo, os números podem ser vagos e são frequentemente omitidos por meio de instanciação nula indefinida.",
859,Processo_nuclear,"Um Elemento_inicial é convertido em um Elemento_final por meio de um processo de decaimento, fusão ou fissão, que altera o número ou o tipo de hádrons (prótons ou nêutrons) no núcleo dos átomos que compõem o Elemento.",radioatividade.n
860,Processo_parar,Um Processo para em um determinado Tempo e Lugar. A Razão também pode ser especificada. Uma Duração pode ser incluída para indicar a duração da persistência do estado parado antes que a ação seja retomada.,cessar.v
861,Procreative_sex,This frame exists to define a type of Sex where the intended result is procreation.,
862,Procurar,"Um Agente_pensador tenta encontrar alguma Entidade_procurada pela examinação de uma Área. O sucesso ou fracasso desta atividade (o Resultado) pode ser indicado: Este frame deve ser comparado com o frame de Scrutiny, no qual o foco primário é na Área.","busca.n
buscar.v
procurado.a"
863,Procurar_suspeito,"Um Suspeito foi investigado e há um mandado emitido, para a prisão dele ou dela, por causa de certas Acusações. Bill é procurado por ser acusado de ter cometido um assassinato.",
864,Product_development,"An Developer develops a Product, in some cases for a Company. The development of a profitable product will be necessary for the company to stay afloat. INI Heinrich will develop a great new product for Apple someday.",
865,Product_development_scenario,"An Developer works to create progress on an Entity. The Entity typically goes through three stages of development: the conceptual process (Achieving_first); the development process (Product_development); and the manufactuing process (Manufacturing). The Entity can also undergo additional processes such as designing, engineering, prototyping, and testing.",
866,Proeminência,Uma Entidade se destaca perceptivamente em comparação com outros membros desse tipo.,
867,Profissionais_médicos,Este frame inclui palavras que nomeiam profissionais médicos e está intimamente relacionado ao frame Especialidades_médicas. O EF Tipo que caracteriza uma sub-especialidade do Profissional também pode ser expresso.,enfermeiro.n
868,Progression,"an entity changes from a prior_state to a post_state in a sequence that follows a pre-defined plan, expectation, or model of change. the change is usually assumed to be an improvement for the entity. because this frame is describing change according to some known model of the entity, the prior_state and post_state are backgrounded, and often implicit. their offensive armament has developed from short range missiles to long-range ballistic weaponry in a relatively short period . the maturation of warhead technology is, perhaps, not far off . recovery in our major overseas markets has progressed tentatively and increased spending by consumers and government does not appear to be benefiting this why have we developed economically as we have? this frame is not equivalent to the frame improvement_or_decline for two reasons. firstly, progression implies a smooth or multi-stage change involving several different states of the entity in an expected sequence, while improvement_or_decline may be simple or complex, in accord with an expected sequence or not. secondly, progression along an expected sequence does not necessarily mean that things get better (or worse) for the entity. this is clear in the case of progression of a disease, since different ailments have very different expected sequenes, with initial onset leading to expected disappearance (for cases like the cold), or to permanent impairment (in the case of parkinsons), or to death (in many forms of cancer). however, it is more confusing in the very common case of the progress of a biological entity from birth to death, where this frame often emphasizes the phases of the lifespan where the organism increases in ability, thus reaching a more desirable state. plans are also spoken of as progressions, and because the expected sequence is towards the goal of the agents that formed the plan, these uses of the progress frame also emphasize improvement.","desenvolver.v
progressivamente.adv"
869,Prohibiting_or_licensing,"in this frame a state_of_affairs is prohibited (or allowed) by a principle. raising constructions are common in this frame. because laws and principles usually focus on what is not allowed, the words of this frame that are synonyms of prohibit.v are considered more basic, and the words that are synonyms of permit.v are marked with the semantic type ""negative"". guns were prohibited in the airport . code 1425 bans large trucks in the tunnel. children were not permitted in the office. cni code 1425 allows us to deduct interest payments. no religion accepts discrimination against women. in this frame the principle which prohibits the state_of_affairs is not an agent who denies permission to a specific individual or group of individuals, and thus differs from the authority in the deny_permission frame.","admitir.v
aprovar.v
deixar.v
permitir.v
proibir.v"
870,Projeto,"Um Agente, o qual pode ser um indivíduo ou um grupo, está envolvido em uma Atividade complexa. Um grande alvo que motiva o Agente executa a Atividade pode ser indicado. Ao invés de uma Atividade particular, um Campo de eforço pode ser indicado. O projeto também tem um Nome e um Tempo quando ocorre assim como um Lugar no qual ele pode ser permanentemente especificado.","estratégia.n
planejar.v
programa.n
projeto.n"
871,Proporção,"Existem Critérios que identificam um Subconjunto específico de um Grupo de itens em membros e não membros. Nesse frame, é determinada uma relação comparativa que indica o tamanho do Subconjunto em relação ao Grupo maior, expresso como a Proporção.",
872,Propor_ideia,"Palavras neste frame têm a ver com um Pensador criando uma nova entidade intelectual, a Ideia. Essas palavras são semelhantes às palavras de criação física, como construir e fazer, e, em alguns casos, podem ser entendidas como metaforicamente baseadas nessas palavras. No entanto, as Ideais neste frame são predominantemente conceituais na natureza. Compare com o frame Inovar. Neste frame, enfatiza-se o fato de que a ideia é nova para a sociedade, enquanto Propor_ideia refere-se a um agente cognitivo Pensador que usa o esforço mental para descobrir algo, sem qualquer implicação do impacto da idéia.",projetar.v
873,Propriedade_mental,"Os adjetivos e nomes deste frame baseiam-se todos na ideia de que características mentais ou psicológicas podem ser atribuídas a uma pessoa (o Protagonista) por um Juiz (geralmente implícito) com base no Comportamento da pessoa, em sentido lato. Apesar de, em nível conceptual, tais palavras sempre atribuírem características mentais a pessoas, elas podem ser aplicadas também ao Comportamento do Protagonista, entendendo-se que o Comportamento seja revelador de uma característica mental (geralmente transitória) do Protagonista responsável por ele. Por exemplo, assim como pode-se falar de uma pessoa estúpida, pode-se também falar de uma coisa estúpida para se dizer/fazer/pensar. Ademais, pode-se mencionar tanto o Protagonista quanto o Comportamento, como em Foi uma burrice minha fazer isso. Algumas palavras nesse frame têm usos um pouco distintos, no sentido de que há um constituinte que expressa uma Prática com base na qual se atribui um","abstrato.a
artista.a
bagunceiro.a
bom.a
brilhante.a
criatividade.n
criativo.a
cuidado.n
cuidadoso.a
curioso.a
doido.a
excepcional.a
filosófico.a
genial.a
genialidade.n
humorado.a
inteligência.n
louco.a
responsável.a
sensível.a
solícito.a
talentoso.a
tímido.a
vergonha.n"
874,Prosperar,"Uma Entidade está em um estado tal que ela participa de uma preponderância de estados e eventos que são desejáveis ??para ela. Para entidades vivas, isso pode acarretar uma proliferação de instâncias da entidade, ou de propriedades desejáveis ??associadas à entidade (sozinha). Para entidades não-vivas (economias, locais políticos, tópicos acadêmicos, etc.), isso implica uma proliferação de instâncias, ou de atividades que levam a instâncias, ou qualquer atributo que impeça a entidade de desaparecer. Esse estado é concebido como temporário, ou pelo menos contingente a vários fatores mutáveis. Palavras expressando o estado oposto, isto é, a falta de tal atividade positiva, também estão neste frame.",crescer.v
875,Proteção_de_face,"Quando as palavras desse frame são usadas como marcadores de proteção de face, elas sinalizam que o falante da sentença deseja ter cuidado ao declarar algum Conteúdo_delicado. O uso de um marcador de proteção de face pode significar que o falante está incerto sobre o quão factual é o Conteúdo_delicado, ou se está expressando a ideia por trás do Conteúdo_delicado, ou pode significar que o Conteúdo_delicado é socialmente indesejável ou desajeitado no contexto conversacional.",
876,Prova,Este frame trata do teste ou exame do conhecimento de alguém ou habilidade em uma área particular. Um Examinador conduz uma Prova a um Examinado para determinar o o Conhecimento do Examinado e / ou determinar sua Qualificação de algum privilégio; isso é feito pelo Examinado demonstrando uma habilidade ou escrevendo respostas para perguntas.,teste.n
877,Proximidade_graduável,"Uma Figura está (estavelmente) localizada em relação a um Fundo em termos de como a distância entre eles se compara a alguma escala geral ou contextualmente relevante. O Grau de divergência da distância esperada também pode ser expresso. Além da consideração assimétrica da Figura e do Fundo, estes podem ser interpretados coletivamente como Figuras, caso em que cada entidade é avaliada quanto à sua distância esperada de outras pessoas no grupo de Figuras.","afastado.a
longe.adv
proximidade.n
próximo.a
próximo.adv
rente.a"
878,Proximidade_não_graduável,"Uma Figura é caracterizada como próxima do Fundo, de acordo com alguma escala dada contextualmente. Muitas unidades lexicais deste frame especificam adicionalmente em qual direção em relação ao Fundo pode-se encontrar a Figura, ou as direções do Fundo do qual a Figura é excluída; para especificações de direção, veja os tipos semânticos anexados às unidades lexicais. Os membros desse frame que fazem referência a uma grade absoluta baseada em terra implicam uma escala geográfica de proximidade.","adiante.adv
ao lado de.prep
atrás de.prep
debaixo de.prep
em frente de.prep
embaixo de.prep
perto de.prep
rente a.prep
sob.prep"
879,Publicar,"Um Editor torna uma Obra de um Autor (ou autores) disponível para algum Público para apreciação geral, exame e referência. A Mídia de uma Obra pode variar; exemplos incluem livros, programas de TV, filmes e programas de rádio. A publicação normalmente envolve uma série de outros eventos, como edição e propaganda da Obra, e produção em massa e vendas de uma representação da Obra; assim, na versão mais elaborada da publicação, há uma série de outros papéis potenciais, como editor, publicitário / publicitário, distribuidor, prensa, etc., mas nenhum deles aparece como papéis separados e sintaticamente distintos para as ULs neste frame.","lançamento.n
publicar.v"
880,Putting_out_fire,An Agent causes a Fire to no longer burn.,
881,Quadro_de_horários,"Um Quadro_de_horários é um objeto mental deliberadamente criado, modificado ou mantido por um Pensador. O Quadro_de_horários é freqüentemente modificado por um adjetivo representando um Período_de_iterações ou um substantivo dependente que expressa os Eventos do Quadro_de_horários. Note que este frame não inclui a representação física de um horário. A partir de agora este frame não tem uma relação de herança, mas no futuro um * Objeto_Mental será desenvolvido a partir do frame que o Quadro_de_horários herdará.","agendamento.n
programação.n
roteiro.n"
882,Qualidades_de_cor,Este frame contém palavras que descrevem aspectos específicos de uma cor. O Grau em que a cor que está sendo discutida se desvia do protótipo pode ser marcado. A Descrição também pode ter como alvo um aspecto específico de cor.,"monocromático.a
pálido.a
vibrante.a"
883,Qualidade_artística_graduável,Esse frame contém ULs que atribuem uma qualidade artística a um trabalho.,
884,Quantidade,Este frame contém nomes denotando Quantidades de um Entidade especificado e seus Valores numéricos. Observe que os nomes neste frame NÃO transmitem uma quantia graduável por conta própria.,"cento.n
diverso.a
mais ou menos.adv
mais.adv
menos.adv
muito.a"
885,Quantidade_proporcional,"A Quantidade_denotada é geralmente uma caracterização imprecisa da quantidade de Indivíduos ou Massa, feita com referência a uma Quantidade_de_referência relativamente fácil e precisa.","aproximadamente.adv
até.adv
cerca de.prep
mais.adv
muito.adv
pouco.adv
pouquinho.adv
praticamente.adv
quase.adv
vários.pron"
886,Quebrar,Uma única Subparte se quebra do Todo.,"arrebentar.v
descolar.v
quebrar.v
soltar.v"
887,Queimar_com_fogo,"Um Fogo queima um Combustível, resultando em dano e possivelmente a completa destruição do Combustível.","fogo.n
fogueira.n"
888,Questionar,As palavras neste frame têm a ver com um Falante questionando um Destinatário com uma pergunta que solicita uma resposta (em oposição a fazer uma solicitação que exige uma ação por parte do Destinatário).,"dúvida.n
perguntar.v
questionamento.n
questionar.v"
889,Ramificação,"Esse frame se refere a uma parte de uma organização que se separa do corpo principal. A parte é geralmente parcialmente ou mesmo completamente autônoma, e pode eventualmente tornar-se maior que o corpo do qual se originou.",
890,Razão,Um volitivo Agente está respondendo para um Estado_de_coisas pela performance de uma Ação. E foi essa sua razão para se tornar um ator? Mas Giles é a razão de eu estar aqui. Oh a minha razão para incluir isso foi a Seção cinquenta e quatro A.,"por isso.c
por que.adv
por.prep
porquê.n
princípio.n
razão.n
sentido.n"
891,Reação_de_saúde,"Um Protagonista é sensível a um Desencadeador, que tem o potencial de causar algum tipo de reação no Protagonista.",
892,Reações_da_torcida,Relaciona-se ao modo como a Torcida reage às ações realizadas na partida.,"aplaudir.v
apoiar.v
assistir.v
chorar.v
comemoração.n
comemorar.v
despertar.v
explodir.v
frustração.n
gritar.v
observar.v
ovacionar.v
torcer.v
vaiar.v
ver.v
vibrar.v"
893,Reading_activity,"A Reader visually examines a Text, typically in a linear order, to understand its content. In place of the Text, a Topic may be mentioned. She ca n t read . INI They read the bible nightly . I ve read about you ! This frame differs from the Reading_perception frame, which obligatorily focuses on the perceptual and cognitive interpretive aspects of reading; unlike Reading_activity, targets in Reading_perception require explicit mention of the Text being examined. While Reading_activity is broad enough to cover the same circumstances as Reading_perception, it also covers situations where reading is contrasted merely with another task or leisure activity, when reading is considered generically, and when the Topic unifying the reading activity r",
894,Realização,"Após um período no qual o Agente estava trabalhando em um Objetivo, o Agente consegue alcançá-lo. O Objetivo pode ser um estado desejado ou ser conceptualizado como um evento.","alcançar.v
conquista.n
realização.n"
895,Recipientes,"Este frame abrange entidades que são prototipicamente concebidas e criadas para cumprir a função de conter - ou seja, Recipientes que contêm objetos ou substâncias, os Conteúdos. Isso pode ser expresso como um complemento e inclui conteúdo potencial ou pretendido. Um Recipiente também pode ter um Possuidor, uma Localização_relativa atual, um Material do qual é construído, um método de Construção e um Tipo. Observe a conexão entre palavras neste frame e aquelas nos frames de Encher, Esvaziar e Plenitude.","buraco.n
caixa.n
cesta.n
chopeira.n
compartimento.n
copo.n
cumbuca.n
embalagem.n
gaiola.n
garrafa.n
pá.n
poço.n
pote.n
sacola.n
vaso.n"
896,Reciprocidade,"Esse frame caracteriza situações com Protagonistas em relações que podem ser vistas simetricamente. Quando os Protagonistas são igualmente proeminentes, cada um servindo igualmente para identificar os outros, eles são expressos juntos como Protagonistas. Quando um dos Protagonistas serve para definir o outro (mais ou menos como um Fundo), ele é chamado de Protagonista_2 e o outro é chamado de Protagonista_1 (ou seja, a Figura). Esse frame existe como pano de fundo para vários frames lexicais, incluindo Conversa, Similaridade, Trocar e Estar_anexado. Os frames mais básicos herdados deste são estados simétricos. (Por exemplo, Estar_anexado é simétrico, pois se A está anexado a B, B está anexado a A.) Outros frames que exibem reciprocidade ou têm uma relação causativa / inativa com esse frame estático (por exemplo, Tornar-se_anexado) ou são resumos do tipo estático de vários eventos do mesmo tipo. Esse segundo tipo, no qual os eventos são realizados reciprocamente, com dois participantes iguais agindo um contra o outro, pode ser exemplificado pelo frame de Conversa, no qual duas pessoas são efetivamente falantes e destinatário em um ato conjunto de comunicação. A característica básica desse frame, herdada pelos filhos, é a equivalência de Protagonista_1 + Protagonista_2 a Protagonistas e a equivalência adicional (figura do módulo / perfil do fundo) da seguinte forma: Protagonista_1 em Relação com Protagonista_2. Protagonista_2 em Relação com Protagonista_1. Relação entre Protagonistas.",
897,Reclamar,"Um Reclamante comunica sua reação emocional negativa a algum estado de coisas em uma Reclamação. Como alternativa à Reclamação específica, o Tópico da Reclamação do falante pode ser especificado.","queixa.n
reclamação.n"
898,Rede,"Um conjunto de entidades do mesmo tipo ou de tipos similares (Nós) são ligados entre si por Conexões para formar uma Rede permitindo o fluxo de informações, recursos, etc.","rede.n
web.n"
899,Referência_apropriada,"Um falante marca explicitamente que ele pretende descrever uma Entidade em um sentido mais restrito do que foi usado no discurso imediatamente anterior e, portanto, seu Referente_pretendido é diferente daquele que o ouvinte pode ter escolhido com base na maneira como a Entidade foi usada anteriormente.",
900,Referir-se_pelo_nome,"Um Falante usa uma forma linguística específica, um Nome para se referir a uma Entidade. A Entidade geralmente é um interlocutor, mas pode ser alguém sobre o qual o Falante está falando, ou mesmo apenas um objeto físico.","chamar.v
designação.n
endereçar.v
nome.n
referir.v"
901,Região_delimitada,"Um Exterior, uma Superfície, um Limite e um Interior são escolhidos a partir de um Ponto relativo. Este Ponto pode ocupar somente o Limite (no caso do interior é um espaço negativo) ou o Ponto pode preencher o Interior.",
902,Registro,Um Registro que contém uma descrição de um Dado. Este Registro pode ser mantido por um Registrador para uma Entidade específica.,"cópia.n
edição.n
obra.n"
903,Reivindicar_propriedade,"Um Requerente afirma seu direito à posse de uma parte da Propriedade (real, como terra ou particular). O Requerente pode estar agindo em nome de um Beneficiário.",
904,Rejeitar_liderança,"Um Agente (geralmente um grupo) se recusa a seguir as ordens e demandas do Líder_antigo e tenta criar uma situação em que o Líder_antigo não tenha mais seu Papel de liderança. Em alguns casos, o Agente possui um Novo_líder específico que deseja preencher a Papel, mas às vezes não há um Novo_líder claro.",
905,Relação,Uma relação é mantida entre a Entidade_1 e a Entidade_2.,"e.c
ligação.n
relação.n"
906,Relação_condição_sintoma,"Um Paciente tem uma Condição_médica que pode ser entendida pelos Sintomas. Esse frame foi construído para listar todas as maneiras de falar de um relacionamento entre Paciente, Condições_médicas e Sintomas, incluindo ULs que também estão relacionadas a frames muito mais gerais, como Causalidade (por exemplo, causar.v).",
907,Relação_de_conjunto,"Um Superconjunto possui vários membros, parte dos quais é o Subconjunto. Esse frame existe em grande parte para fins de herança.",
908,Relação_de_duração,"Um Período ou Eventualidade está relacionado à sua Duração. Alternativamente, uma Entidade pode ser substituída metonimicamente por uma Eventualidade em que está envolvida.","durante.prep
durar.v
perdurar.v
por.prep"
909,Relação_de_perfilamento_interior,"A Figure is located in the interior (the Profiled_region--see Locative_relation frame) of the Ground. Some members of this frame indicate the plexity of the Ground, as either single-entity gestalt (inside), two-entity or bi-partite gestalt (between), and multiple-entity or multipart gestalt (among, amid), while others are maximally general (in). This frame makes use of the Bounded_region image schema, a way of partitioning a scene into an Interior, an Exterior, and a Boundary. In some cases, the Boundary may be a physical entity that inhibits motion (""in a box""), while in other cases it may be based on a category boundary where properties change (""in the garden""). The LUs that specifically pick out two-entity or multi-entity Grounds imply the lack or irrelevancy of a physical barrier. This frame is intended to cover cases in which the Ground is a critical locus for the event. (When annotating the main verb in such a case, the locative phrase may be annotated on a second layer as Means, Instrument, or Cause.)","a.prep
dentre.prep
dentro de.prep
dentro.adv
em meio a.adv
em.prep
entre.prep
externo.a
fora.adv
interno.a
no interior de.prep
no meio de.prep"
910,Relação_locativa,"Uma Figura é localizada relativamente a uma posição no Fundo. A posição da Figura pode ser especificada pela sua Distância de uma localização de referência (geralmente, o centro dêitico) e pela Direção em que a Figura se encontra em relação à localização de referência (geralmente, o centro dêitico).","à frente de.prep
acima do solo.adv
acima.adv
adjacente.a
além de.prep
alhures.adv
ali.adv
ao longo de.adv
aonde.adv
aqui.adv
até.adv
através de.prep
cá.adv
continental.a
continental.n
depois.adv
distante.a
em toda parte.adv
em todo.adv
em.prep
embaixo.adv
encontrar.v
entre.prep
envolver.v
fora.adv
fronteirar.v
lá.adv
longe.adv
no ar.adv
no topo.adv
onde.adv
onipresente.a
para cima.adv
para.prep
paralelo a.adv
perto.adv
remoto.a
sobre.prep
subterrâneo.a"
911,Relação_locativa_direcional,"Um Figura está localizada em relação a um Fundo (presumivelmente mais facilmente localizado), afirmando que a Figura está (aproximadamente) na linha do Fundo cuja direção é estabelecida pelos tipos semânticos das ULs específicas.","abaixo.prep
acima.prep
em cima.adv
em frente.prep
fora de.prep
leste.adv
leste.n
nordeste.adv
nordeste.n
noroeste.adv
noroeste.n
norte.adv
norte.n
oeste.adv
oeste.n
sudeste.adv
sudeste.n
sudoeste.adv
sudoeste.n
sul.adv
sul.n"
912,Relação_matemática,"Uma expressão matemática Expressão_1 tem uma relação com outra expressão matemática Expressão_2. Essa relação pode ser de igualdade, desigualdade ou quase igualdade. O Tipo da equação pode ser especificado. Sentidos de ULs neste frame que não são abertamente matemáticos devem ser colocados no frame de Contigência.",
913,Relações_entre_palavras,"Uma unidade linguística,Signo_1, tem uma relação com outra unidade linguística, Signo_2. Essa relação pode ser semântica, fonológica, ortográfica ou de natureza distributiva. O parâmetro de acordo com o qual os dois signos estão ajustados em relação um ao outro é incorporado ao significado das palavras-alvo neste frame. Quando a relação é simétrica, as duas unidades linguísticas podem ser expressas em conjunto, os Signos. Senão, eles têm que ser expressos separadamente. Normalmente, supõe-se que uma unidade linguística tem exatamente um significado, mas no caso em que isso não ocorre, um conjunto de Circunstâncias pode ser especificado, o que ajuda a selecionar o sentido relevante.",
914,Relações_pessoais,"As ULs desse frame tem a ver com pessoas e os Relações pessoais em que estão ou podem ser parte de. Algumas palavras denotam pessoas envolvidas em um certo tipo de Relação, outras denotam a Relação, ainda outras os eventos relacionados ao início ou término de uma Relação. Muitas das palavras pressupõem um entendimento de estados e eventos que devem ter ocorrido antes que outro evento acontecesse ou antes da pessoa ser classificada de um determinado modo.","acompanhante.n
adultério.n
afastado.a
amado.n
amante.n
amigar-se.v
amigo.n
amizade.n
amoroso.a
arrumar.v
camarada.n
casado.a
casal.n
casamento.n
caso.n
coabitação.n
coabitar.v
colega.n
companheirismo.n
companheiro.n
conjugal.a
cortejar.v
divorciado.a
divorciado.n
dormir com.v
enamorada.n
encontrar.v
enviuvar.v
esposa.n
esposo.a
esposo.n
família.n
familiar.a
homoafetivo.a
íntimo.a
marido.n
namorado.n
namorado.n
namorador.n
namoro.n
noiva.n
noivado.n
noivo.a
noivo.n
paquera.n
parceiro.n
parceria.n
pegação.n
pretendente.n
rameira.n
relação.n
relacionamento.n
romance.n
solteirão.n
solteiro.a
solteirona.n
término.n
traição.n
viúva.n
viúvo.a
viúvo.n"
915,Remoção_focada_no_recipiente,"Um Agente ou uma Causa altera parcial ou totalmente o estado de um objeto Fonte, para ter menos o Tema. Este frame serve principalmente para questões de herança.",
916,Remover,"An Agent causes a Theme to move away from a location, the Source. The Source is profiled by the words in this frame, just as the Goal is profiled in the Placing frame.I saw that","dedetização.n
extrair.v
lavagem.n
lavar.v
pré-lavagem.n
remoção.n
remover.v
retirar.v
tirar.v"
917,Reparação,"As palavras neste frame descrevem o processo de reparação de algumas ações (injustas) (o Dano) cometidas pelo Infrator. Nesse processo, para apaziguar a Parte_prejudicada ou para seguir leis ou costumes, o Infrator realiza alguma Ação_de_benefício para a Parte_prejudicada ou concede à Parte_prejudicada algum Presente.",compensar.v
918,Representação,Uma Entidade representa um Fenômeno por meio de sua existência ou definindo características.,"pontuar.v
selo.n
simbolismo.n
simbolo.n"
919,Representantes,A Representative is authorized by a Represented to communicate on behalf of the Represented.,representante.n
920,Request_entity,A Customer requests an Entity from a Supplier. The Customer can order the Entity himself or via a Medium. I ordered a black scarf from J. Crew a week ago. Mr. Strom s order has been cancelled.,"pedido.n
pedir.v
solicitação.n
solicitar.v"
921,Reserving,"LUs in this frame denote a scenario in which a Client arranges to retain the Services of an Organization at a later Time. Patrick tried to reserve a table at Dorsia for 7:00, but they were booked solid.",
922,Resgatar,Um Agente salva um Paciente ou um Bem de uma Situação_perigosa.,"resgatar.v
salvar.v"
